SampleID	Stage	Reads
IM-24-064-FBMK_S369	OutputDada2	302753
IM-24-064-FBMK_S369	OutputPostprocessing	299513
IM-24-064-FHJP_S269	Input	236161
IM-24-064-FHJP_S269	No Dimers	233109
IM-24-064-FHJP_S269	Amplicons	218419
IM-24-064-FHJP_S269	OutputDada2	201882
IM-24-064-FHJP_S269	OutputPostprocessing	201118
IM-24-064-FSUC_S252	Input	259031
IM-24-064-FSUC_S252	No Dimers	258476
IM-24-064-FSUC_S252	Amplicons	241700
IM-24-064-FSUC_S252	OutputDada2	223720
IM-24-064-FSUC_S252	OutputPostprocessing	222369
IM-24-064-FTUY_S367	Input	256853
IM-24-064-FTUY_S367	No Dimers	256500
IM-24-064-FTUY_S367	Amplicons	237283
IM-24-064-FTUY_S367	OutputDada2	219546
IM-24-064-FTUY_S367	OutputPostprocessing	217161
IM-24-064-GMCV_S247	Input	290879
IM-24-064-GMCV_S247	No Dimers	290206
IM-24-064-GMCV_S247	Amplicons	270078
IM-24-064-GMCV_S247	OutputDada2	249959
IM-24-064-GMCV_S247	OutputPostprocessing	248429
IM-24-064-GRXG_S376	Input	421311
IM-24-064-GRXG_S376	No Dimers	420374
IM-24-064-GRXG_S376	Amplicons	389927
IM-24-064-GRXG_S376	OutputDada2	356061
IM-24-064-GRXG_S376	OutputPostprocessing	352844
IM-24-064-GTZJ_S394	Input	238396
IM-24-064-GTZJ_S394	No Dimers	237063
IM-24-064-GTZJ_S394	Amplicons	220341
IM-24-064-GTZJ_S394	OutputDada2	204097
IM-24-064-GTZJ_S394	OutputPostprocessing	202618
IM-24-064-GYZL_S275	Input	289429
IM-24-064-GYZL_S275	No Dimers	287870
IM-24-064-GYZL_S275	Amplicons	268981
IM-24-064-GYZL_S275	OutputDada2	248718
IM-24-064-GYZL_S275	OutputPostprocessing	247129
IM-24-064-HMQR_S393	Input	275857
IM-24-064-HMQR_S393	No Dimers	274555
IM-24-064-HMQR_S393	Amplicons	255287
IM-24-064-HMQR_S393	OutputDada2	236181
IM-24-064-HMQR_S393	OutputPostprocessing	234491
IM-24-064-JAKR_S341	Input	150152
IM-24-064-JAKR_S341	No Dimers	149589
IM-24-064-JAKR_S341	Amplicons	139670
IM-24-064-JAKR_S341	OutputDada2	129324
IM-24-064-JAKR_S341	OutputPostprocessing	128046
IM-24-064-JFGV_S273	Input	232760
IM-24-064-JFGV_S273	No Dimers	231995
IM-24-064-JFGV_S273	Amplicons	216804
IM-24-064-JFGV_S273	OutputDada2	200469
IM-24-064-JFGV_S273	OutputPostprocessing	199128
IM-24-064-JHGZ_S346	Input	369485
IM-24-064-JHGZ_S346	No Dimers	368459
IM-24-064-JHGZ_S346	Amplicons	343273
IM-24-064-JHGZ_S346	OutputDada2	316791
IM-24-064-JHGZ_S346	OutputPostprocessing	314615
IM-24-064-JTPQ_S248	Input	332683
IM-24-064-JTPQ_S248	No Dimers	328129
IM-24-064-JTPQ_S248	Amplicons	305650
IM-24-064-JTPQ_S248	OutputDada2	282917
IM-24-064-JTPQ_S248	OutputPostprocessing	281586
IM-24-064-JWMN_S402	Input	184564
IM-24-064-JWMN_S402	No Dimers	182837
IM-24-064-JWMN_S402	Amplicons	168297
IM-24-064-JWMN_S402	OutputDada2	155512
IM-24-064-JWMN_S402	OutputPostprocessing	153558
IM-24-064-JYPM_S379	Input	256292
IM-24-064-JYPM_S379	No Dimers	255382
IM-24-064-JYPM_S379	Amplicons	238215
IM-24-064-JYPM_S379	OutputDada2	220864
IM-24-064-JYPM_S379	OutputPostprocessing	218935
IM-24-064-KDHP_S358	Input	267538
IM-24-064-KDHP_S358	No Dimers	266691
IM-24-064-KDHP_S358	Amplicons	248679
IM-24-064-KDHP_S358	OutputDada2	230145
IM-24-064-KDHP_S358	OutputPostprocessing	228490
IM-24-064-KLFW_S284	Input	389254
IM-24-064-KLFW_S284	No Dimers	388723
IM-24-064-KLFW_S284	Amplicons	363135
IM-24-064-KLFW_S284	OutputDada2	336185
IM-24-064-KLFW_S284	OutputPostprocessing	333317
IM-24-064-KRXB_S278	Input	376853
IM-24-064-KRXB_S278	No Dimers	374215
IM-24-064-KRXB_S278	Amplicons	348641
IM-24-064-KRXB_S278	OutputDada2	322378
IM-24-064-KRXB_S278	OutputPostprocessing	320559
IM-24-064-KSAU_S253	Input	656168
IM-24-064-KSAU_S253	No Dimers	655166
IM-24-064-KSAU_S253	Amplicons	609138
IM-24-064-KSAU_S253	OutputDada2	560040
IM-24-064-KSAU_S253	OutputPostprocessing	555494
IM-24-064-KTRN_S270	Input	222823
IM-24-064-KTRN_S270	No Dimers	221866
IM-24-064-KTRN_S270	Amplicons	208280
IM-24-064-KTRN_S270	OutputDada2	192607
IM-24-064-KTRN_S270	OutputPostprocessing	191424
IM-24-064-KXND_S345	Input	429384
IM-24-064-KXND_S345	No Dimers	427609
IM-24-064-KXND_S345	Amplicons	398208
IM-24-064-KXND_S345	OutputDada2	368186
IM-24-064-KXND_S345	OutputPostprocessing	365357
IM-24-064-LAFW_S287	Input	229662
IM-24-064-LAFW_S287	No Dimers	226410
IM-24-064-LAFW_S287	Amplicons	211577
IM-24-064-LAFW_S287	OutputDada2	195787
IM-24-064-LAFW_S287	OutputPostprocessing	194908
IM-24-064-LBQB_S366	Input	234895
IM-24-064-LBQB_S366	No Dimers	233706
IM-24-064-LBQB_S366	Amplicons	216911
IM-24-064-LBQB_S366	OutputDada2	200674
IM-24-064-LBQB_S366	OutputPostprocessing	198522
IM-24-064-LFHL_S408	Input	313804
IM-24-064-LFHL_S408	No Dimers	311708
IM-24-064-LFHL_S408	Amplicons	287195
IM-24-064-LFHL_S408	OutputDada2	265613
IM-24-064-LFHL_S408	OutputPostprocessing	262287
IM-24-064-LKTQ_S241	Input	363243
IM-24-064-LKTQ_S241	No Dimers	361570
IM-24-064-LKTQ_S241	Amplicons	335964
IM-24-064-LKTQ_S241	OutputDada2	310833
IM-24-064-LKTQ_S241	OutputPostprocessing	309254
IM-24-064-LTFJ_S263	Input	267701
IM-24-064-LTFJ_S263	No Dimers	267226
IM-24-064-LTFJ_S263	Amplicons	249180
IM-24-064-LTFJ_S263	OutputDada2	231050
IM-24-064-LTFJ_S263	OutputPostprocessing	229660
IM-24-064-LVJA_S411	Input	257887
IM-24-064-LVJA_S411	No Dimers	257339
IM-24-064-LVJA_S411	Amplicons	238129
IM-24-064-LVJA_S411	OutputDada2	220524
IM-24-064-LVJA_S411	OutputPostprocessing	218180
IM-24-064-LYMV_S268	Input	513466
IM-24-064-LYMV_S268	No Dimers	512580
IM-24-064-LYMV_S268	Amplicons	477832
IM-24-064-LYMV_S268	OutputDada2	440523
IM-24-064-LYMV_S268	OutputPostprocessing	437944
IM-24-064-MBML_S378	Input	327862
IM-24-064-MBML_S378	No Dimers	327027
IM-24-064-MBML_S378	Amplicons	303660
IM-24-064-MBML_S378	OutputDada2	280458
IM-24-064-MBML_S378	OutputPostprocessing	277349
IM-24-064-MPVG_S264	Input	306847
IM-24-064-MPVG_S264	No Dimers	304665
IM-24-064-MPVG_S264	Amplicons	283620
IM-24-064-MPVG_S264	OutputDada2	262847
IM-24-064-MPVG_S264	OutputPostprocessing	260945
IM-24-064-MURS_S360	Input	388272
IM-24-064-MURS_S360	No Dimers	387544
IM-24-064-MURS_S360	Amplicons	357616
IM-24-064-MURS_S360	OutputDada2	330773
IM-24-064-MURS_S360	OutputPostprocessing	327457
IM-24-064-MVUQ_S256	Input	278853
IM-24-064-MVUQ_S256	No Dimers	278028
IM-24-064-MVUQ_S256	Amplicons	258740
IM-24-064-MVUQ_S256	OutputDada2	238795
IM-24-064-MVUQ_S256	OutputPostprocessing	237808
IM-24-064-MYRW_S285	Input	126761
IM-24-064-MYRW_S285	No Dimers	125612
IM-24-064-MYRW_S285	Amplicons	117671
IM-24-064-MYRW_S285	OutputDada2	108890
IM-24-064-MYRW_S285	OutputPostprocessing	108452
IM-24-064-NHMU_S276	Input	294175
IM-24-064-NHMU_S276	No Dimers	292426
IM-24-064-NHMU_S276	Amplicons	273625
IM-24-064-NHMU_S276	OutputDada2	253417
IM-24-064-NHMU_S276	OutputPostprocessing	252461
IM-24-064-NLWJ_S377	Input	358296
IM-24-064-NLWJ_S377	No Dimers	357168
IM-24-064-NLWJ_S377	Amplicons	330821
IM-24-064-NLWJ_S377	OutputDada2	306365
IM-24-064-NLWJ_S377	OutputPostprocessing	303232
IM-24-064-NQLL_S261	Input	256643
IM-24-064-NQLL_S261	No Dimers	256045
IM-24-064-NQLL_S261	Amplicons	239143
IM-24-064-NQLL_S261	OutputDada2	221398
IM-24-064-NQLL_S261	OutputPostprocessing	220445
IM-24-064-NUVJ_S356	Input	271603
IM-24-064-NUVJ_S356	No Dimers	270940
IM-24-064-NUVJ_S356	Amplicons	252037
IM-24-064-NUVJ_S356	OutputDada2	232679
IM-24-064-NUVJ_S356	OutputPostprocessing	230972
IM-24-064-NWFW_S267	Input	439425
IM-24-064-NWFW_S267	No Dimers	438823
IM-24-064-NWFW_S267	Amplicons	409602
IM-24-064-NWFW_S267	OutputDada2	378823
IM-24-064-NWFW_S267	OutputPostprocessing	376310
IM-24-064-PFGQ_S336	Input	473951
IM-24-064-PFGQ_S336	No Dimers	472751
IM-24-064-PFGQ_S336	Amplicons	440356
IM-24-064-PFGQ_S336	OutputDada2	407112
IM-24-064-PFGQ_S336	OutputPostprocessing	404349
IM-24-064-PHNG_S257	Input	326941
IM-24-064-PHNG_S257	No Dimers	326219
IM-24-064-PHNG_S257	Amplicons	302428
IM-24-064-PHNG_S257	OutputDada2	279488
IM-24-064-PHNG_S257	OutputPostprocessing	277488
IM-24-064-PPSQ_S265	Input	318521
IM-24-064-PPSQ_S265	No Dimers	317146
IM-24-064-PPSQ_S265	Amplicons	295510
IM-24-064-PPSQ_S265	OutputDada2	270390
IM-24-064-PPSQ_S265	OutputPostprocessing	269478
IM-24-064-PXFP_S262	Input	276248
IM-24-064-PXFP_S262	No Dimers	275601
IM-24-064-PXFP_S262	Amplicons	257937
IM-24-064-PXFP_S262	OutputDada2	238904
IM-24-064-PXFP_S262	OutputPostprocessing	237400
IM-24-064-QAUF_S283	Input	279813
IM-24-064-QAUF_S283	No Dimers	279274
IM-24-064-QAUF_S283	Amplicons	259827
IM-24-064-QAUF_S283	OutputDada2	240783
IM-24-064-QAUF_S283	OutputPostprocessing	238808
IM-24-064-QRZF_S403	Input	211666
IM-24-064-QRZF_S403	No Dimers	210355
IM-24-064-QRZF_S403	Amplicons	194180
IM-24-064-QRZF_S403	OutputDada2	180088
IM-24-064-QRZF_S403	OutputPostprocessing	178126
IM-24-064-QTDB_S372	Input	158614
IM-24-064-QTDB_S372	No Dimers	157585
IM-24-064-QTDB_S372	Amplicons	146390
IM-24-064-QTDB_S372	OutputDada2	135366
IM-24-064-QTDB_S372	OutputPostprocessing	134071
IM-24-064-QTXM_S339	Input	206098
IM-24-064-QTXM_S339	No Dimers	205406
IM-24-064-QTXM_S339	Amplicons	191347
IM-24-064-QTXM_S339	OutputDada2	177049
IM-24-064-QTXM_S339	OutputPostprocessing	175484
IM-24-064-QVCH_S363	Input	151608
IM-24-064-QVCH_S363	No Dimers	151042
IM-24-064-QVCH_S363	Amplicons	140410
IM-24-064-QVCH_S363	OutputDada2	129739
IM-24-064-QVCH_S363	OutputPostprocessing	128616
IM-24-064-QYGY_S364	Input	144859
IM-24-064-QYGY_S364	No Dimers	144351
IM-24-064-QYGY_S364	Amplicons	134414
IM-24-064-QYGY_S364	OutputDada2	124447
IM-24-064-QYGY_S364	OutputPostprocessing	123385
IM-24-064-RAUL_S406	Input	190262
IM-24-064-RAUL_S406	No Dimers	188945
IM-24-064-RAUL_S406	Amplicons	174680
IM-24-064-RAUL_S406	OutputDada2	161507
IM-24-064-RAUL_S406	OutputPostprocessing	160141
IM-24-064-RKHV_S370	Input	248641
IM-24-064-RKHV_S370	No Dimers	247929
IM-24-064-RKHV_S370	Amplicons	230424
IM-24-064-RKHV_S370	OutputDada2	213213
IM-24-064-RKHV_S370	OutputPostprocessing	210787
IM-24-064-RMUU_S251	Input	316055
IM-24-064-RMUU_S251	No Dimers	313629
IM-24-064-RMUU_S251	Amplicons	292812
IM-24-064-RMUU_S251	OutputDada2	270763
IM-24-064-RMUU_S251	OutputPostprocessing	270116
IM-24-064-RRHQ_S259	Input	275882
IM-24-064-RRHQ_S259	No Dimers	275449
IM-24-064-RRHQ_S259	Amplicons	257419
IM-24-064-RRHQ_S259	OutputDada2	238139
IM-24-064-RRHQ_S259	OutputPostprocessing	236518
IM-24-064-RUSM_S286	Input	300650
IM-24-064-RUSM_S286	No Dimers	298553
IM-24-064-RUSM_S286	Amplicons	278673
IM-24-064-RUSM_S286	OutputDada2	257988
IM-24-064-RUSM_S286	OutputPostprocessing	256254
IM-24-064-RWWJ_S382	Input	247215
IM-24-064-RWWJ_S382	No Dimers	246984
IM-24-064-RWWJ_S382	Amplicons	228646
IM-24-064-RWWJ_S382	OutputDada2	211010
IM-24-064-RWWJ_S382	OutputPostprocessing	208762
IM-24-064-SDCL_S384	Input	400003
IM-24-064-SDCL_S384	No Dimers	399633
IM-24-064-SDCL_S384	Amplicons	368939
IM-24-064-SDCL_S384	OutputDada2	340703
IM-24-064-SDCL_S384	OutputPostprocessing	337011
IM-24-064-SHTS_S351	Input	345793
IM-24-064-SHTS_S351	No Dimers	344462
IM-24-064-SHTS_S351	Amplicons	321745
IM-24-064-SHTS_S351	OutputDada2	297662
IM-24-064-SHTS_S351	OutputPostprocessing	296143
IM-24-064-SQAK_S349	Input	232604
IM-24-064-SQAK_S349	No Dimers	232098
IM-24-064-SQAK_S349	Amplicons	216894
IM-24-064-SQAK_S349	OutputDada2	200556
IM-24-064-SQAK_S349	OutputPostprocessing	199180
IM-24-064-SQHM_S244	Input	233163
IM-24-064-SQHM_S244	No Dimers	232841
IM-24-064-SQHM_S244	Amplicons	217644
IM-24-064-SQHM_S244	OutputDada2	201863
IM-24-064-SQHM_S244	OutputPostprocessing	200784
IM-24-064-TAFY_S412	Input	326709
IM-24-064-TAFY_S412	No Dimers	325989
IM-24-064-TAFY_S412	Amplicons	301018
IM-24-064-TAFY_S412	OutputDada2	278409
IM-24-064-TAFY_S412	OutputPostprocessing	275896
IM-24-064-TDJZ_S355	Input	241264
IM-24-064-TDJZ_S355	No Dimers	240228
IM-24-064-TDJZ_S355	Amplicons	223919
IM-24-064-TDJZ_S355	OutputDada2	207402
IM-24-064-TDJZ_S355	OutputPostprocessing	205990
IM-24-064-TDTV_S239	Input	275562
IM-24-064-TDTV_S239	No Dimers	274095
IM-24-064-TDTV_S239	Amplicons	255700
IM-24-064-TDTV_S239	OutputDada2	236406
IM-24-064-TDTV_S239	OutputPostprocessing	235286
IM-24-064-TUZK_S280	Input	166021
IM-24-064-TUZK_S280	No Dimers	164277
IM-24-064-TUZK_S280	Amplicons	153232
IM-24-064-TUZK_S280	OutputDada2	141615
IM-24-064-TUZK_S280	OutputPostprocessing	140830
IM-24-064-TZPB_S288	Input	110297
IM-24-064-TZPB_S288	No Dimers	109928
IM-24-064-TZPB_S288	Amplicons	102985
IM-24-064-TZPB_S288	OutputDada2	95076
IM-24-064-TZPB_S288	OutputPostprocessing	94354
IM-24-064-UDGG_S242	Input	198557
IM-24-064-UDGG_S242	No Dimers	197974
IM-24-064-UDGG_S242	Amplicons	185474
IM-24-064-UDGG_S242	OutputDada2	171601
IM-24-064-UDGG_S242	OutputPostprocessing	170711
IM-24-064-UMGY_S279	Input	248040
IM-24-064-UMGY_S279	No Dimers	246821
IM-24-064-UMGY_S279	Amplicons	231172
IM-24-064-UMGY_S279	OutputDada2	213879
IM-24-064-UMGY_S279	OutputPostprocessing	212778
IM-24-064-URMA_S352	Input	427662
IM-24-064-URMA_S352	No Dimers	426545
IM-24-064-URMA_S352	Amplicons	398275
IM-24-064-URMA_S352	OutputDada2	368735
IM-24-064-URMA_S352	OutputPostprocessing	366230
IM-24-064-UXAC_S400	Input	234564
IM-24-064-UXAC_S400	No Dimers	232137
IM-24-064-UXAC_S400	Amplicons	213412
IM-24-064-UXAC_S400	OutputDada2	197332
IM-24-064-UXAC_S400	OutputPostprocessing	194564
IM-24-064-VTCN_S353	Input	380828
IM-24-064-VTCN_S353	No Dimers	378946
IM-24-064-VTCN_S353	Amplicons	353335
IM-24-064-VTCN_S353	OutputDada2	326959
IM-24-064-VTCN_S353	OutputPostprocessing	324917
IM-24-064-VTRR_S409	Input	190049
IM-24-064-VTRR_S409	No Dimers	189006
IM-24-064-VTRR_S409	Amplicons	174796
IM-24-064-VTRR_S409	OutputDada2	162737
IM-24-064-VTRR_S409	OutputPostprocessing	161312
IM-24-064-VZHW_S245	Input	262571
IM-24-064-VZHW_S245	No Dimers	261081
IM-24-064-VZHW_S245	Amplicons	244537
IM-24-064-VZHW_S245	OutputDada2	225781
IM-24-064-VZHW_S245	OutputPostprocessing	225289
IM-24-064-WACA_S258	Input	212134
IM-24-064-WACA_S258	No Dimers	211696
IM-24-064-WACA_S258	Amplicons	197676
IM-24-064-WACA_S258	OutputDada2	182264
IM-24-064-WACA_S258	OutputPostprocessing	180923
IM-24-064-WBQF_S374	Input	208794
IM-24-064-WBQF_S374	No Dimers	207965
IM-24-064-WBQF_S374	Amplicons	192783
IM-24-064-WBQF_S374	OutputDada2	178356
IM-24-064-WBQF_S374	OutputPostprocessing	176834
IM-24-064-WGHB_S401	Input	191819
IM-24-064-WGHB_S401	No Dimers	189215
IM-24-064-WGHB_S401	Amplicons	174204
IM-24-064-WGHB_S401	OutputDada2	161170
IM-24-064-WGHB_S401	OutputPostprocessing	158861
IM-24-064-WJKG_S246	Input	204682
IM-24-064-WJKG_S246	No Dimers	204083
IM-24-064-WJKG_S246	Amplicons	190943
IM-24-064-WJKG_S246	OutputDada2	174834
IM-24-064-WJKG_S246	OutputPostprocessing	173367
IM-24-064-WJSP_S375	Input	303313
IM-24-064-WJSP_S375	No Dimers	302567
IM-24-064-WJSP_S375	Amplicons	281134
IM-24-064-WJSP_S375	OutputDada2	260070
IM-24-064-WJSP_S375	OutputPostprocessing	257747
IM-24-064-WNGU_S397	Input	220602
IM-24-064-WNGU_S397	No Dimers	219983
IM-24-064-WNGU_S397	Amplicons	203370
IM-24-064-WNGU_S397	OutputDada2	188037
IM-24-064-WNGU_S397	OutputPostprocessing	185461
IM-24-064-WNNV_S272	Input	277620
IM-24-064-WNNV_S272	No Dimers	276652
IM-24-064-WNNV_S272	Amplicons	257093
IM-24-064-WNNV_S272	OutputDada2	237971
IM-24-064-WNNV_S272	OutputPostprocessing	236293
IM-24-064-XZHF_S343	Input	370087
IM-24-064-XZHF_S343	No Dimers	367601
IM-24-064-XZHF_S343	Amplicons	342272
IM-24-064-XZHF_S343	OutputDada2	315997
IM-24-064-XZHF_S343	OutputPostprocessing	313414
IM-24-064-XZWV_S365	Input	140128
IM-24-064-XZWV_S365	No Dimers	139563
IM-24-064-XZWV_S365	Amplicons	129331
IM-24-064-XZWV_S365	OutputDada2	118864
IM-24-064-XZWV_S365	OutputPostprocessing	117698
IM-24-064-YKQB_S380	Input	203785
IM-24-064-YKQB_S380	No Dimers	203000
IM-24-064-YKQB_S380	Amplicons	189322
IM-24-064-YKQB_S380	OutputDada2	175167
IM-24-064-YKQB_S380	OutputPostprocessing	173474
IM-24-064-YYWX_S362	Input	227338
IM-24-064-YYWX_S362	No Dimers	226825
IM-24-064-YYWX_S362	Amplicons	210526
IM-24-064-YYWX_S362	OutputDada2	194753
IM-24-064-YYWX_S362	OutputPostprocessing	192412
IM-24-064-ZJDZ_S399	Input	7153
IM-24-064-ZJDZ_S399	No Dimers	6605
IM-24-064-ZJDZ_S399	Amplicons	6163
IM-24-064-ZJDZ_S399	OutputDada2	5659
IM-24-064-ZJDZ_S399	OutputPostprocessing	5620
IM-24-064-ZKUV_S281	Input	236090
IM-24-064-ZKUV_S281	No Dimers	234962
IM-24-064-ZKUV_S281	Amplicons	219148
IM-24-064-ZKUV_S281	OutputDada2	202621
IM-24-064-ZKUV_S281	OutputPostprocessing	201401
IM-24-064-ZLUH_S250	Input	250685
IM-24-064-ZLUH_S250	No Dimers	249956
IM-24-064-ZLUH_S250	Amplicons	232995
IM-24-064-ZLUH_S250	OutputDada2	215656
IM-24-064-ZLUH_S250	OutputPostprocessing	214233
IM-24-064-ZPBG_S361	Input	290084
IM-24-064-ZPBG_S361	No Dimers	289372
IM-24-064-ZPBG_S361	Amplicons	267362
IM-24-064-ZPBG_S361	OutputDada2	247184
IM-24-064-ZPBG_S361	OutputPostprocessing	244378
IM-24-064-ZUNZ_S371	Input	192984
IM-24-064-ZUNZ_S371	No Dimers	191863
IM-24-064-ZUNZ_S371	Amplicons	178066
IM-24-064-ZUNZ_S371	OutputDada2	164635
IM-24-064-ZUNZ_S371	OutputPostprocessing	162795
IM-24-089-AAFS_S422	Input	322971
IM-24-089-AAFS_S422	No Dimers	321078
IM-24-089-AAFS_S422	Amplicons	300685
IM-24-089-AAFS_S422	OutputDada2	279832
IM-24-089-AAFS_S422	OutputPostprocessing	278279
IM-24-089-ADYC_S495	Input	285629
IM-24-089-ADYC_S495	No Dimers	284898
IM-24-089-ADYC_S495	Amplicons	265151
IM-24-089-ADYC_S495	OutputDada2	245032
IM-24-089-ADYC_S495	OutputPostprocessing	242836
IM-24-089-AVWN_S491	Input	110534
IM-24-089-AVWN_S491	No Dimers	109776
IM-24-089-AVWN_S491	Amplicons	102697
IM-24-089-AVWN_S491	OutputDada2	94507
IM-24-089-AVWN_S491	OutputPostprocessing	93728
IM-24-089-BMKC_S501	Input	209776
IM-24-089-BMKC_S501	No Dimers	207706
IM-24-089-BMKC_S501	Amplicons	193242
IM-24-089-BMKC_S501	OutputDada2	178691
IM-24-089-BMKC_S501	OutputPostprocessing	176884
IM-24-089-BVRL_S484	Input	207893
IM-24-089-BVRL_S484	No Dimers	207157
IM-24-089-BVRL_S484	Amplicons	191982
IM-24-089-BVRL_S484	OutputDada2	177656
IM-24-089-BVRL_S484	OutputPostprocessing	176146
IM-24-089-CPPU_S508	Input	193568
IM-24-089-CPPU_S508	No Dimers	192121
IM-24-089-CPPU_S508	Amplicons	178866
IM-24-089-CPPU_S508	OutputDada2	164554
IM-24-089-CPPU_S508	OutputPostprocessing	163072
IM-24-089-DDLR_S497	Input	233723
IM-24-089-DDLR_S497	No Dimers	230722
IM-24-089-DDLR_S497	Amplicons	214333
IM-24-089-DDLR_S497	OutputDada2	198463
IM-24-089-DDLR_S497	OutputPostprocessing	196181
IM-24-089-DGRT_S512	Input	246992
IM-24-089-DGRT_S512	No Dimers	244721
IM-24-089-DGRT_S512	Amplicons	227790
IM-24-089-DGRT_S512	OutputDada2	210305
IM-24-089-DGRT_S512	OutputPostprocessing	208384
IM-24-089-DHDT_S413	Input	306553
IM-24-089-DHDT_S413	No Dimers	305020
IM-24-089-DHDT_S413	Amplicons	284142
IM-24-089-DHDT_S413	OutputDada2	262941
IM-24-089-DHDT_S413	OutputPostprocessing	260738
IM-24-089-DVVU_S513	Input	449304
IM-24-089-DVVU_S513	No Dimers	445581
IM-24-089-DVVU_S513	Amplicons	412852
IM-24-089-DVVU_S513	OutputDada2	381652
IM-24-089-DVVU_S513	OutputPostprocessing	377461
IM-24-089-FQBX_S414	Input	247159
IM-24-089-FQBX_S414	No Dimers	246242
IM-24-089-FQBX_S414	Amplicons	228734
IM-24-089-FQBX_S414	OutputDada2	210575
IM-24-089-FQBX_S414	OutputPostprocessing	208752
IM-24-089-GBLR_S500	Input	160118
IM-24-089-GBLR_S500	No Dimers	158593
IM-24-089-GBLR_S500	Amplicons	147416
IM-24-089-GBLR_S500	OutputDada2	135481
IM-24-089-GBLR_S500	OutputPostprocessing	134064
IM-24-089-GGTV_S485	Input	269997
IM-24-089-GGTV_S485	No Dimers	269405
IM-24-089-GGTV_S485	Amplicons	248719
IM-24-089-GGTV_S485	OutputDada2	229175
IM-24-089-GGTV_S485	OutputPostprocessing	226479
IM-24-089-GQNF_S496	Input	395794
IM-24-089-GQNF_S496	No Dimers	394232
IM-24-089-GQNF_S496	Amplicons	367315
IM-24-089-GQNF_S496	OutputDada2	339513
IM-24-089-GQNF_S496	OutputPostprocessing	336795
IM-24-089-GVUR_S506	Input	225543
IM-24-089-GVUR_S506	No Dimers	223293
IM-24-089-GVUR_S506	Amplicons	207693
IM-24-089-GVUR_S506	OutputDada2	191830
IM-24-089-GVUR_S506	OutputPostprocessing	189882
IM-24-089-HYCT_S507	Input	186213
IM-24-089-HYCT_S507	No Dimers	185019
IM-24-089-HYCT_S507	Amplicons	172142
IM-24-089-HYCT_S507	OutputDada2	158493
IM-24-089-HYCT_S507	OutputPostprocessing	157116
IM-24-089-JDXB_S417	Input	23177
IM-24-089-JDXB_S417	No Dimers	23032
IM-24-089-JDXB_S417	Amplicons	20515
IM-24-089-JDXB_S417	OutputDada2	19670
IM-24-089-JDXB_S417	OutputPostprocessing	19556
IM-24-089-JFNX_S416	Input	272533
IM-24-089-JFNX_S416	No Dimers	271072
IM-24-089-JFNX_S416	Amplicons	252354
IM-24-089-JFNX_S416	OutputDada2	233017
IM-24-089-JFNX_S416	OutputPostprocessing	231162
IM-24-089-JSBV_S488	Input	426296
IM-24-089-JSBV_S488	No Dimers	425369
IM-24-089-JSBV_S488	Amplicons	393312
IM-24-089-JSBV_S488	OutputDada2	363451
IM-24-089-JSBV_S488	OutputPostprocessing	359297
IM-24-089-KMUV_S418	Input	294674
IM-24-089-KMUV_S418	No Dimers	294002
IM-24-089-KMUV_S418	Amplicons	274166
IM-24-089-KMUV_S418	OutputDada2	253896
IM-24-089-KMUV_S418	OutputPostprocessing	251792
IM-24-089-KUNJ_S494	Input	197232
IM-24-089-KUNJ_S494	No Dimers	196757
IM-24-089-KUNJ_S494	Amplicons	182961
IM-24-089-KUNJ_S494	OutputDada2	168861
IM-24-089-KUNJ_S494	OutputPostprocessing	167198
IM-24-089-LDDN_S425	Input	429335
IM-24-089-LDDN_S425	No Dimers	427316
IM-24-089-LDDN_S425	Amplicons	398886
IM-24-089-LDDN_S425	OutputDada2	369048
IM-24-089-LDDN_S425	OutputPostprocessing	367018
IM-24-089-LLBL_S419	Input	337848
IM-24-089-LLBL_S419	No Dimers	336325
IM-24-089-LLBL_S419	Amplicons	314353
IM-24-089-LLBL_S419	OutputDada2	290868
IM-24-089-LLBL_S419	OutputPostprocessing	289407
IM-24-089-LSAP_S483	Input	263944
IM-24-089-LSAP_S483	No Dimers	262841
IM-24-089-LSAP_S483	Amplicons	243083
IM-24-089-LSAP_S483	OutputDada2	224292
IM-24-089-LSAP_S483	OutputPostprocessing	221643
IM-24-089-LVSZ_S424	Input	436328
IM-24-089-LVSZ_S424	No Dimers	434615
IM-24-089-LVSZ_S424	Amplicons	404253
IM-24-089-LVSZ_S424	OutputDada2	373887
IM-24-089-LVSZ_S424	OutputPostprocessing	371523
IM-24-089-LVVZ_S509	Input	111865
IM-24-089-LVVZ_S509	No Dimers	111282
IM-24-089-LVVZ_S509	Amplicons	104015
IM-24-089-LVVZ_S509	OutputDada2	96423
IM-24-089-LVVZ_S509	OutputPostprocessing	95857
IM-24-089-MCPJ_S503	Input	279620
IM-24-089-MCPJ_S503	No Dimers	278356
IM-24-089-MCPJ_S503	Amplicons	258264
IM-24-089-MCPJ_S503	OutputDada2	238496
IM-24-089-MCPJ_S503	OutputPostprocessing	236356
IM-24-089-MJXZ_S505	Input	356477
IM-24-089-MJXZ_S505	No Dimers	352381
IM-24-089-MJXZ_S505	Amplicons	325994
IM-24-089-MJXZ_S505	OutputDada2	300366
IM-24-089-MJXZ_S505	OutputPostprocessing	296920
IM-24-089-MLNV_S415	Input	279731
IM-24-089-MLNV_S415	No Dimers	278446
